#tr1,tr2,id,dam,c1n1,c1c1,c1n2,c1c2,c2n1,c2c1,f11,f12,f13,f21,f22,f23,f24,mu
47.6094725977861,1283.34909627729,4561,4392,7209038,1.77965696994215,8474487,11.5219329390675,737510,-8.37446646299213,8757731,2269977,5117866,6232915,5478188,3680575,4318676,1
221.751033038641,349.71147982503,2769,7662,7209038,2.39708727877587,8474487,19.937361124903,737510,11.7512835515663,8757731,4430092,376432,6232915,1344208,1593549,2132045,1
-34.1165616245433,212.573156381427,3459,8940,7209038,2.08811572892591,9913031,12.9614319559187,737510,-0.482463899534196,8757731,9904011,7698602,6232915,5478188,8311837,8271929,1
-108.332970767634,363.391829896605,9824,5979,7209038,1.45293435733765,4867921,18.7600901373662,737510,-2.10703483084217,8757731,2269977,6792471,6232915,8375141,8483679,368151,1
9.09409317957569,590.682106649381,7882,5894,7209038,1.96911551011726,8474487,15.4304843372665,737510,13.9026426523924,7209038,4430092,3404424,6232915,1344208,5352159,6764411,1
228.766654086777,131.670125494332,1508,3890,7209038,2.58601433970034,4430092,19.695948055014,737510,0.565561740659177,7209038,5387199,3763936,6232915,7746634,7983826,5745391,1
-19.0210908881997,1076.21854382297,7641,1333,7209038,1.01197525905445,5387199,19.6448501432315,737510,-7.19448683317751,8757731,9913031,7698602,6232915,9334189,2380241,6968795,1
-999999,1142.66044943108,2946,5574,7209038,1.37542489171028,8512316,14.061121721752,737510,-7.61184808332473,7209038,2284057,3358978,6232915,2017383,7568842,5914307,1
-999999,193.78089628998,7956,7239,7209038,2.36366724641994,2284057,14.8058037436567,737510,9.93994678137824,8757731,4867921,2271661,6232915,8375141,8033942,7658486,1
2.81816417063657,-999999,1299,1879,7209038,1.74020824721083,4430092,13.2535375352018,737510,18.72564956313,8757731,4867921,4429547,6232915,2368609,5818999,9298953,1
112.715430655938,-14.8509355617416,2881,5848,7209038,1.72325114021078,4430092,10.5891049164347,737510,5.26481074513867,8757731,2269977,2993368,6232915,7746634,7983826,2281379,1
-999999,465.325489088656,3887,1545,7209038,2.73758979700506,4430092,12.3676371620968,737510,12.8047748282552,7209038,5387199,9957164,6232915,2017383,7983826,9288710,1
28.8473553069243,1689.25699958648,6818,7202,7209038,2.80830933153629,4430092,12.5143035873771,737510,19.8905711388215,8757731,4867921,862238,6232915,8635465,9050983,6968795,1
-22.6899494384277,1027.12474222696,1016,7059,7209038,2.23484913120046,9913031,16.875558863394,737510,-7.00785774504766,8757731,2430280,5117866,6232915,7746634,2380241,7877688,1
-999999,-0.690553864794602,9087,2144,7209038,1.26806326908991,7504877,14.7816601442173,737510,3.93118969164789,8757731,2430280,1725155,6232915,5339430,3115109,5745391,1
90.6041730506163,1.03067996541997,1079,3197,7209038,2.56438656104729,4430092,17.9791630711406,737510,5.98596144700423,8757731,2284057,7256114,6232915,2368609,3680575,6224076,1
126.962887171982,-999999,7213,7662,7209038,1.85839763982221,8474487,10.1044769841246,737510,6.58874476328492,8757731,2430280,7256114,6232915,8635465,30006,3405415,1
68.8133656168281,986.552911621073,9756,8405,7209038,2.85454794997349,2269977,18.2274187519215,737510,16.3483951613307,8757731,4867921,6513962,6232915,9334189,7334275,6956414,1
-109.782828787912,328.489509749716,8679,1652,7209038,2.5464864494279,8512316,19.8213759274222,737510,11.5377357997932,7209038,4430092,105561,6232915,2017383,7024981,6956414,1
119.646158949493,229.216686171203,5487,6106,7209038,1.51936249341816,4430092,18.2719922647811,737510,-0.696922617498785,8757731,4430092,75427,6232915,9334189,3177513,1464137,1
-6.98309910557776,1124.25539969999,8866,4872,7209038,1.64244934683666,5387199,16.4601053693332,737510,17.156248674728,7209038,2430280,1097021,6232915,1344208,3177513,368151,1
-36.1524410299753,-999999,1463,4189,7209038,1.12039031460881,2284057,12.8771432628855,737510,-1.48433885071427,8757731,4867921,6647604,6232915,5339430,30006,5914307,1
-43.9565886938107,1212.47968339655,7433,9038,7209038,1.08691290766001,8512316,12.5163185410202,737510,-8.00944963935763,7209038,4430092,3404424,6232915,2368609,3115109,1464137,1
-13.3227939719584,917.266583905889,6329,1125,7209038,1.11010763654485,8512316,17.5417891819961,737510,-6.31430466892198,8757731,4430092,4429547,6232915,5478188,5940176,5745391,1
-6.27262164915413,-999999,6021,8724,7209038,2.25108559383079,2269977,14.2269434756599,737510,18.3675604802556,8757731,8474487,3404424,6232915,8375141,5818999,5590216,1
12.2852632699636,906.380467008667,2096,8940,7209038,2.92894057743251,4430092,15.8699644031003,737510,-6.20167966233566,7209038,2284057,4986451,6232915,7746634,5679381,5745391,1
-12.2451554275714,-999999,8481,3197,7209038,2.65460573788732,4430092,14.357300074771,737510,6.61491131875664,8757731,5387199,263872,6232915,8375141,7024981,5418365,1
19.211458245438,315.470123939182,3215,7662,7209038,1.63005647296086,2269977,11.5739127807319,737510,-1.55631303787231,7209038,2430280,1031188,6232915,9334189,9050983,1464137,1
-17.4242766041868,1262.01684001421,5007,4809,7209038,1.42605090187863,9913031,16.9953040918335,737510,-8.21784817148,7209038,7504877,6681458,6232915,4766724,5818999,604184,1
-999999,867.587745365964,5656,9749,7209038,2.46499223774299,4867921,16.4546342869289,737510,15.5290017020889,7209038,7504877,8360801,6232915,3652985,5940176,1656955,1
-63.7380180690208,81.4491206660603,6234,4872,7209038,1.99848204106092,8512316,12.2998238285072,737510,7.97829440794885,7209038,2269977,1394286,6232915,4766724,6289800,6894363,1
-33.2114768964509,-999999,5591,5582,7209038,2.45954394340515,2284057,16.806051095482,737510,-4.13840730208904,7209038,5387199,3404424,6232915,5646929,7334275,368151,1
-194.282631556511,634.899048305401,6285,4716,7209038,1.16067208861932,2284057,19.6371107990853,737510,14.1925356141292,7209038,7504877,2112836,6232915,7746634,5549065,4318676,1
-1.64210254688995,-999999,6969,2144,7209038,1.87106096977368,2284057,15.2576413936913,737510,18.0705634155311,7209038,9913031,4986451,6232915,4149367,7334275,895860,1
51.1087011001047,165.622021111836,7510,2660,7209038,1.47316090669483,2430280,12.5501934369095,737510,0.0309603381901979,7209038,8474487,3763936,6232915,7746634,929451,7658486,1
-999999,228.531979810811,1084,9204,7209038,2.58313559694216,9913031,18.4250713605434,737510,10.6886473251507,8757731,8474487,7886511,6232915,5646929,7334275,9006295,1
0.715170411237961,-999999,9009,4719,7209038,1.51736863376573,8474487,16.8355793389492,737510,-2.75031422264874,8757731,2284057,263872,6232915,2017383,5352159,3973109,1
-2.17518635684701,201.842322681215,8609,8940,7209038,2.97196766361594,2284057,13.5426561371423,737510,-0.258156480267644,7209038,9913031,263872,6232915,3652985,8268867,4485643,1
168.395202023791,369.168540804178,1476,8720,7209038,2.51374748721719,8474487,19.4689982244745,737510,11.9293478224427,7209038,5387199,1961711,6232915,4766724,4045517,3040826,1
-31.7299541674458,679.410330336002,5763,8940,7209038,2.95955649437383,8512316,18.2539133960381,737510,-4.75814959732816,7209038,5387199,4986451,6232915,4149367,1593549,8271929,1
-138.984409893607,369.444637054832,8606,5680,7209038,1.43789567844942,8512316,10.3206810238771,737510,-1.99440091848373,7209038,2284057,862238,6232915,8375141,30006,9948498,1
-76.720930397429,652.958539192523,4981,1420,7209038,2.897414366249,4867921,18.0094139953144,737510,-4.56279371865094,7209038,9904011,2271661,6232915,5646929,7983826,4324002,1
5.64303141017422,-999999,9210,7843,7209038,1.29891589237377,4430092,12.8350362111814,737510,3.77387939719483,7209038,9904011,9480035,6232915,5339430,4296397,4128062,1
53.5016148483558,758.812075318173,9967,3304,7209038,2.20071394136176,7504877,18.627280369401,737510,-5.41769773233682,8757731,8474487,9185365,6232915,4149367,2380241,875453,1
12.6133111070862,63.9611596379559,1803,5848,7209038,2.89286150364205,2430280,16.1961131705903,737510,8.10448643285781,8757731,2430280,9084988,6232915,1344208,8033942,9006295,1
31.2821988402284,417.096070813011,9944,8745,7209038,2.37670671381056,2269977,17.3540553217754,737510,12.4432330788113,7209038,2284057,3763936,6232915,9334189,4045517,5914307,1
-999999,80.8018485780989,3111,5979,7209038,2.01106744632125,2284057,17.0423261052929,737510,8.52113964268938,7209038,7504877,75427,6232915,2368609,929451,3405415,1
100.380406409303,255.532535061655,3296,5092,7209038,1.74587248964235,8474487,18.5018672700971,737510,10.6483842805028,8757731,2430280,3153096,6232915,2017383,3177513,4485643,1
21.5561371120914,1614.28201994958,4026,9151,7209038,1.67161007691175,7504877,18.2515210518613,737510,19.7151445550844,7209038,9904011,1394286,6232915,5646929,7024981,6402759,1
41.6610483897491,176.557377471994,6258,1851,7209038,1.09650270501152,7504877,18.080183614511,737510,9.87980803707615,8757731,2430280,8955405,6232915,2368609,3115109,6373570,1
-999999,618.319953235193,9085,4392,7209038,2.23789507802576,2284057,19.1289111063816,737510,-4.29108915152028,8757731,2269977,6792471,6232915,9334189,2380241,9985099,1
-27.5458768632462,98.0367206509012,1662,7662,7209038,2.92289458354935,5387199,12.651957848575,737510,1.45717293722555,8757731,9913031,8920550,6232915,4766724,5549065,4674785,1
-999999,503.850419737835,7083,8940,7209038,2.30992101924494,8474487,19.2002405691892,737510,13.1886410783045,7209038,2284057,706466,6232915,6823426,3115109,262385,1
46.1196301546252,861.459133413821,2182,5979,7209038,2.02058398304507,4430092,16.6848331340589,737510,-5.96716972067952,7209038,4867921,1222159,6232915,6823426,9485416,3340044,1
41.4663540889935,-999999,7341,5894,7209038,1.30019642133266,4430092,16.5722730359994,737510,14.2357259825803,8757731,4430092,4492764,6232915,4149367,7334275,3973109,1
22.7911715620601,1372.52782007025,5993,3890,7209038,2.74089576071128,8474487,15.9460497577675,737510,-8.72924597933888,7209038,4430092,5117866,6232915,6823426,4296397,7425226,1
67.4459606411549,733.878107124398,9220,1333,7209038,2.02888335566968,2269977,19.2582345078699,737510,-5.19822446396574,7209038,9904011,5605410,6232915,5478188,8483679,2935667,1
-999999,53.0764996852709,5850,5574,7209038,1.0172958271578,4430092,11.045361654833,737510,2.35454037087038,8757731,4430092,7220490,6232915,1344208,879353,5805454,1
10.5925341234887,1626.76055208376,7234,7239,7209038,1.0383895309642,9913031,14.3231249018572,737510,19.6611012564972,7209038,2284057,9480035,6232915,5478188,30006,2132045,1
-3.8040964142365,1342.49174292392,3217,1879,7209038,1.28902380308136,5387199,15.8845399832353,737510,18.2660074019805,7209038,4867921,75427,6232915,1344208,4045517,9298953,1
-76.4382923546273,98.9989284579062,7221,5848,7209038,1.61006350954995,8512316,19.1254637460224,737510,1.13458689302206,7209038,7504877,8360801,6232915,2368609,5940176,9143813,1
9.6378427886967,55.8709239257884,3869,1545,7209038,2.65131372539327,7504877,16.9307654094882,737510,7.57802874082699,8757731,2269977,862238,6232915,7746634,8311837,4053502,1
-999999,-3.88529162743091,2462,7202,7209038,2.00468928460032,8474487,10.6129144481383,737510,3.41296557802707,7209038,2430280,3763936,6232915,2368609,7568842,6402759,1
191.748492828213,476.594874714858,1809,7059,7209038,2.60714525170624,2430280,19.8287069401704,737510,13.003871620167,7209038,5387199,8360801,6232915,6823426,1593549,9298953,1
-55.402326745915,3.72219950146057,4764,2144,7209038,1.1212799642235,4867921,17.4310886533931,737510,5.76962466584519,7209038,9904011,1222159,6232915,9334189,6714701,6764411,1
30.8389772672518,2.618291336831,5886,3197,7209038,2.85591027280316,4430092,12.0682362746447,737510,5.49046416534111,7209038,2269977,1097021,6232915,4766724,7024981,4324002,1
12.2033382802645,-999999,3394,7662,7209038,2.61635710205883,8474487,12.9707009461708,737510,0.113843181170523,8757731,8474487,862238,6232915,6823426,3115109,368151,1
-4.98796775143177,96.4235494941785,4068,8405,7209038,1.15762667963281,9913031,14.0157756768167,737510,8.20016308454797,7209038,9904011,6145891,6232915,5339430,3177513,2556609,1
-3.45171126024511,215.129010439492,8798,1652,7209038,2.20185656333342,5387199,13.035781509243,737510,-0.476689578499645,8757731,7504877,7698602,6232915,5478188,5549065,2848016,1
-24.4773535743936,795.013719446321,8395,6106,7209038,2.42955976119265,8512316,16.783173379954,737510,-5.47088240971789,8757731,2269977,9084988,6232915,1344208,1425618,9948498,1
-66.5212395907966,-10.6261877609939,1237,4872,7209038,2.02769130654633,8512316,11.4424283569679,737510,5.30433690873906,8757731,5387199,9156899,6232915,4149367,8033942,2935667,1
1.50626849575054,1053.89698655332,4951,4189,7209038,2.44023300986737,5387199,17.4771815608256,737510,16.9091102574021,7209038,4430092,9156899,6232915,5478188,929451,9006295,1
112.535719629124,1368.35935594841,7512,9038,7209038,2.49989253981039,8474487,18.64350883523,737510,-8.69859108934179,8757731,4430092,263872,6232915,1344208,5679381,6371188,1
-999999,6.16716498242438,4437,1125,7209038,1.19128104764968,4430092,16.8728524399921,737510,3.34861454321072,8757731,2430280,9084988,6232915,4766724,3115109,6402759,1
-110.707566001169,755.09389278378,9075,8724,7209038,1.79565173014998,2284057,18.4508152981289,737510,14.9629293545149,7209038,4430092,2112836,6232915,3652985,5818999,9143813,1
-5.89251389785013,-999999,4155,8940,7209038,1.58893080614507,5387199,18.591453388799,737510,-4.99110146891326,7209038,7504877,1031188,6232915,8635465,1593549,5842916,1
5.05994224921784,578.078338419623,1506,7646,7209038,2.23450733115897,5387199,17.155871654395,737510,-3.9187430520542,7209038,2430280,376432,6232915,3613497,30006,5842916,1
15.7457463924407,44.4590061630431,9415,8276,7209038,2.94854825455695,5387199,18.7478298391216,737510,7.06771602621302,8757731,4867921,4429547,6232915,5646929,3680575,600131,1
-999999,1559.64513827638,8787,1652,7209038,2.23642407590523,2430280,14.1688866261393,737510,19.3431318597868,7209038,2430280,9156899,6232915,4149367,6714701,1685883,1
-43.8088178640609,8.03398957667883,6972,7656,7209038,2.04273838689551,4867921,10.5238847620785,737510,4.46660728892311,7209038,4430092,5605410,6232915,2368609,8311837,3034084,1
0.519153630773699,776.515411924607,9676,6853,7209038,2.80500759184361,8512316,14.3115085409954,737510,15.0869783433154,7209038,2430280,6792471,6232915,8635465,3680575,262385,1
-84.3970975124369,509.022684453177,8149,1663,7209038,2.27490886533633,4867921,18.6997711053118,737510,-3.56636090669781,7209038,8474487,2993368,6232915,6823426,3680575,4053502,1
-142.88091894644,631.903940674048,5569,4951,7209038,2.72860226593912,8512316,10.0943009136245,737510,-4.43071997258812,8757731,8474487,75427,6232915,5339430,8268867,7658486,1
30.8370406060172,509.521203845757,9063,6288,7209038,1.50223548198119,2269977,17.2254796605557,737510,-3.49365354748443,7209038,8474487,706466,6232915,2017383,524706,6894363,1
205.713369752098,20.7977461249613,7961,4089,7209038,1.43013816140592,4430092,19.6456350991502,737510,6.7082946607843,7209038,7504877,9957164,6232915,3652985,2380241,1367114,1
-41.5892505147019,145.029498907182,9482,8555,7209038,2.21895208954811,9913031,12.2947255871259,737510,0.323260191362351,8757731,8474487,5605410,6232915,6823426,7983826,1367114,1
-999999,1502.46075392186,8280,7193,7209038,1.7668892708607,7504877,19.4142743130215,737510,18.996568270959,8757731,7504877,5117866,6232915,4766724,8311837,9396105,1
-7.04001208377336,-999999,1595,4981,7209038,2.51054208911955,8512316,15.9965488640592,737510,-9.29707059171051,7209038,2284057,9185365,6232915,2368609,6714701,9985099,1
-5.26624834996345,45.6658788973345,9803,4089,7209038,1.7594724856317,2284057,13.1995528796688,737510,3.13583037583157,8757731,5387199,1222159,6232915,3652985,30006,6764411,1
-9.2535344377882,217.392411160393,7609,1542,7209038,2.58994412701577,2269977,13.6805930687115,737510,10.2731143916026,8757731,2269977,6145891,6232915,7746634,8483679,6764411,1
1.31034264192761,10.0655788866885,3843,6373,7209038,2.81138227181509,2430280,13.2411013357341,737510,6.61586603848264,8757731,2284057,8148173,6232915,4766724,7334275,5914307,1
118.253674789957,-999999,6753,6871,7209038,2.96805234672502,4430092,18.2844535331242,737510,4.58905534120277,8757731,5387199,7886511,6232915,7746634,7334275,9985099,1
184.808992744512,432.75229751676,3076,6250,7209038,2.17589594703168,7504877,10.8028252446093,737510,12.4745879694819,7209038,7504877,8955405,6232915,1344208,929451,9916940,1
70.7057471466052,1399.52708125097,7964,6941,7209038,1.01892810314894,7504877,12.5451450329274,737510,18.5614010295831,8757731,7504877,5117866,6232915,4149367,5940176,4485643,1
-999999,6.9611223720428,1560,8720,7209038,1.64158413838595,8512316,13.891225385014,737510,4.02120990678668,7209038,2430280,6647604,6232915,2368609,929451,9948498,1
-25.1785703732814,989.045078814707,4429,8610,7209038,2.11891346657649,8512316,17.5271356711164,737510,-6.7448453581892,8757731,2284057,6513962,6232915,3613497,4296397,6402759,1
-999999,461.839969740965,1841,7540,7209038,2.02983512030914,2269977,16.3131219916977,737510,12.8489521658048,8757731,8474487,1097021,6232915,8635465,8483679,4128062,1
-27.3763938936296,-17.0959007828723,9380,7189,7209038,1.17942372430116,9913031,15.3124171053059,737510,5.14265218982473,8757731,9913031,8920550,6232915,5646929,3177513,9288710,1
9.01796404078574,121.117675302228,7921,8842,7209038,2.36650114739314,2269977,13.0208046338521,737510,0.871938944328576,7209038,2269977,6145891,6232915,8375141,6289800,3183130,1
51.9470164240589,1390.41408541492,6083,6373,7209038,2.4199440991506,8474487,17.0311060198583,737510,18.4380547446199,8757731,4430092,3404424,6232915,2017383,524706,1656955,1
-48.5068108771351,-4.16361042898126,8285,9038,7209038,2.6004631081596,9913031,11.5618114336394,737510,5.68096502218395,8757731,2284057,862238,6232915,8635465,30006,875453,1
-49.484437574851,1322.10101039205,4997,5066,7209038,2.88815682986751,9913031,18.0937259877101,737510,-8.47294153179973,7209038,7504877,8920550,6232915,1344208,30006,5842916,1
-50.3602430409202,322.330509943381,4721,7213,7209038,1.37329227523878,8512316,18.169445253443,737510,11.5683132619597,8757731,2284057,7220490,6232915,4149367,5818999,9288710,1
11.8403122666563,127.29887720596,5874,8592,7209038,1.55728456471115,4430092,15.5508157075383,737510,0.558327292092144,7209038,8474487,2993368,6232915,6823426,5679381,3183130,1
-40.0706097196164,207.591198291888,5090,9359,7209038,2.5485265776515,2284057,16.4214289723895,737510,-0.711665337439626,7209038,2430280,6145891,6232915,3613497,524706,2281379,1
95.0360157064675,-1.26536222163274,5189,1483,7209038,1.06689522927627,8474487,18.2643942022696,737510,4.21660071006045,7209038,2430280,9957164,6232915,2368609,8268867,9143813,1
-31.2246094070073,-999999,1244,7213,7209038,2.3438362814486,8512316,17.8744187229313,737510,7.66687174560502,8757731,2269977,6792471,6232915,8635465,3115109,6224076,1
43.8552970631058,38.4545362388184,7760,7213,7209038,2.6255342438817,4430092,12.5344850146212,737510,7.43208673782647,7209038,5387199,6513962,6232915,7746634,6714701,8271929,1
-60.3479457048601,-999999,2962,8481,7209038,2.32632247777656,9913031,18.7881514197215,737510,-9.40618962980807,8757731,8474487,7886511,6232915,7746634,6289800,7877688,1
-36.872901951703,270.002114202104,1564,7189,7209038,2.88894934533164,2284057,11.9977862806991,737510,11.0153912194073,8757731,8474487,9957164,6232915,9334189,5352159,867268,1
-44.7818777994222,-999999,3452,5918,7209038,2.74968813546002,4867921,10.2966919192113,737510,16.7212176881731,7209038,8474487,2372516,6232915,3613497,3115109,2556609,1
236.929028201035,527.060844605274,9751,9193,7209038,2.39474239526317,4430092,19.9096942180768,737510,13.1943823467009,7209038,2269977,1097021,6232915,4766724,4296397,8271929,1
21.2971594085122,725.074634763158,3173,4862,7209038,1.37008178280666,4430092,16.0439732787199,737510,-5.13037628261372,7209038,4430092,75427,6232915,5646929,5940176,7658486,1
-21.2528672707128,399.196514644177,6208,5066,7209038,1.19508862076327,7504877,14.8689188691787,737510,12.159785751719,8757731,4430092,8920550,6232915,2368609,3680575,3040826,1
7.84952902769964,-999999,9899,3890,7209038,2.61551998183131,5387199,11.2643283582292,737510,9.26169505808502,8757731,5387199,5117866,6232915,4149367,8268867,6894363,1
-13.4203116928077,1366.60346319231,5157,9598,7209038,2.04355527088046,5387199,17.4229270615615,737510,-8.67032969370484,8757731,9904011,7886511,6232915,8635465,1425618,2281379,1
6.22085837270441,114.542083320289,3527,3111,7209038,2.38708135345951,5387199,15.0234606070444,737510,0.742636164650321,8757731,5387199,8955405,6232915,9334189,7983826,9197038,1
3.40227795011486,678.19655442204,5845,4951,7209038,1.43265917850658,4867921,12.4246952286921,737510,14.4616887369193,8757731,4430092,1961711,6232915,5339430,2380241,7658486,1
-28.1351946209927,37.3497681782839,5630,7540,7209038,2.25988574326038,2284057,11.8741085100919,737510,3.17463927203789,7209038,5387199,9084988,6232915,9334189,929451,2343987,1
-41.1863924943256,1081.27949579397,2135,7245,7209038,1.29401575494558,9913031,13.3087416552007,737510,16.9350420357659,8757731,2269977,9084988,6232915,2368609,5352159,8271929,1
0.0110014526299689,1253.77023026298,8686,1463,7209038,2.9181409184821,5387199,18.4009700431488,737510,-8.19436550140381,8757731,4867921,4429547,6232915,8375141,7983826,2281379,1
25.9527291313556,-999999,8848,3890,7209038,2.98022089339793,2269977,12.3604353307746,737510,10.8943474432454,7209038,5387199,4867147,6232915,9334189,1425618,6894363,1
-22.5967263452331,208.836377180485,6263,4862,7209038,1.99287861585617,8512316,12.8814593702555,737510,-0.396576933562756,7209038,7504877,3358978,6232915,5646929,524706,4318676,1
-17.8725820619233,92.230617371188,2974,6373,7209038,2.83929528715089,5387199,13.9166227541864,737510,1.01905365940183,8757731,2284057,1031188,6232915,5646929,7334275,6224076,1
4.455704158945,531.548619582141,6430,8468,7209038,1.74426028179005,5387199,15.5140541982837,737510,-3.80384979071096,7209038,5387199,9156899,6232915,3613497,7983826,6764411,1
107.232683124844,492.227132258911,8204,7646,7209038,2.65411489177495,4430092,18.1511859758757,737510,13.046180002857,8757731,2430280,4867147,6232915,2017383,8033942,6373570,1
-7.44953756514266,36.1052346295424,8859,7646,7209038,2.11808589566499,5387199,17.8398230741732,737510,2.57524441694841,8757731,9904011,7698602,6232915,7746634,5352159,262385,1
45.3082793375118,-999999,1005,8276,7209038,2.59134240914136,4430092,12.6116969413124,737510,-0.661071995273232,7209038,7504877,5117866,6232915,8375141,8268867,4485643,1
-999999,-1.20924083677462,4769,1652,7209038,1.70404349034652,2284057,13.5867363936268,737510,3.6124156950973,7209038,2430280,9480035,6232915,8375141,9485416,5914307,1
-20.6360583289776,34.0686615661797,9984,7656,7209038,1.41705534560606,8474487,14.696571144741,737510,2.74942548479885,8757731,2430280,1097021,6232915,3652985,7024981,5805454,1
-38.2249675105079,198.153971498961,9023,6853,7209038,2.56956124864519,8512316,16.9080808782019,737510,10.0481024943292,7209038,9904011,9084988,6232915,9334189,9485416,7425226,1
89.2883324827871,299.183245682243,6195,1663,7209038,2.36610250128433,2430280,18.0197005206719,737510,11.2049938295968,7209038,7504877,5591630,6232915,5646929,5818999,3034084,1
-999999,1365.15369686982,1608,4951,7209038,1.8640220281668,2284057,17.636204729788,737510,-8.70681951986626,8757731,4430092,7415635,6232915,9334189,9485416,2132045,1
-68.6792321694785,435.992589229428,1576,6288,7209038,2.69286797381938,2284057,17.3140204907395,737510,-2.75456570554525,7209038,2269977,5591630,6232915,8375141,929451,867268,1
-15.8422169081268,1368.85876354292,1057,4089,7209038,2.20388767821714,2284057,13.4537425381131,737510,18.3665712410584,8757731,8474487,6145891,6232915,5339430,30006,6764411,1
-142.042716298293,-999999,9665,8555,7209038,2.48132103076205,8512316,10.2337904064916,737510,8.3299648668617,8757731,2430280,2271661,6232915,6823426,8483679,6354820,1
-3.85038304363094,143.164988918884,7023,7193,7209038,2.18980400217697,5387199,19.2497492511757,737510,9.18430126504973,8757731,4430092,862238,6232915,4766724,1593549,9396105,1
-11.4990083724338,161.811499741657,4219,4981,7209038,2.70311817945912,9913031,17.361743117217,737510,9.39134969608858,8757731,9913031,4429547,6232915,9334189,9050983,5914307,1
